Quality,Q.Score,Alc,Cl,TSO2,VA,FSO2,FA
0,4,10.0,0.039,196.0,0.23,60.0,7.1
1,7,11.1,0.05,129.0,0.14,51.0,6.45
1,7,10.3,0.052,158.0,0.15,65.0,6.5
1,6,12.2,0.033,73.0,0.15,27.0,7.1
1,6,9.3,0.067,156.0,0.33,35.0,6.7
1,6,11.3,0.041,178.0,0.3,46.0,7.2
1,6,10.8,0.043,110.0,0.23,46.0,7.0
2,8,11.2,0.033,86.0,0.13,15.0,8.0
1,7,12.5,0.03,91.0,0.21,36.0,6.2
1,5,9.3,0.05,122.0,0.4,15.0,8.3
1,7,12.9,0.03,142.0,0.34,38.0,5.9
1,7,11.2,0.039,131.0,0.12,21.0,6.6
1,5,9.3,0.046,179.0,0.26,45.0,6.8
1,7,12.9,0.03,142.0,0.3,38.0,5.9
1,7,9.5,0.049,120.0,0.15,46.0,7.0
1,7,10.3,0.032,120.0,0.35,23.0,7.2
1,7,10.3,0.033,120.0,0.32,23.0,7.2
1,6,12.0,0.03,150.0,0.25,32.0,6.2
1,5,9.6,0.042,144.0,0.31,21.0,7.1
1,6,9.2,0.041,110.0,0.18,29.0,7.6
1,6,12.9,0.029,119.0,0.17,52.0,8.0
1,6,9.3,0.061,149.0,0.19,46.0,7.2
1,6,12.1,0.03,136.0,0.32,15.0,7.6
1,6,11.2,0.026,128.0,0.21,35.0,6.6
1,7,11.2,0.029,98.0,0.16,28.0,7.0
1,5,9.2,0.042,187.0,0.24,56.0,6.6
1,6,9.3,0.041,124.0,0.3,26.0,6.9
1,6,10.7,0.03,108.0,0.28,26.0,6.2
1,6,9.8,0.024,166.0,0.31,20.0,6.9
1,6,10.3,0.036,143.0,0.23,28.0,6.7
1,6,11.3,0.025,121.0,0.23,26.0,5.7
1,6,8.8,0.048,182.0,0.22,36.0,6.5
1,5,10.8,0.043,104.0,0.18,16.0,7.0
1,7,11.5,0.027,72.0,0.46,15.0,6.5
1,5,8.8,0.038,133.0,0.23,43.0,6.5
1,6,9.6,0.045,209.0,0.28,59.0,7.5
1,6,9.3,0.044,189.0,0.23,56.0,6.8
1,5,8.9,0.044,184.0,0.25,66.0,7.8
1,5,10.0,0.049,155.0,0.2,25.0,5.6
1,5,9.1,0.045,182.0,0.21,47.0,6.4
1,6,9.4,0.043,188.0,0.24,59.0,6.8
1,6,10.1,0.04,179.0,0.25,46.0,7.8
1,6,10.8,0.046,143.0,0.16,59.0,6.8
1,6,10.0,0.028,69.0,0.28,18.0,5.2
1,6,10.9,0.029,160.0,0.18,53.0,7.5
1,7,12.0,0.027,92.0,0.26,29.0,7.5
1,5,9.3,0.043,171.0,0.37,22.0,8.2
1,7,12.3,0.03,101.0,0.4,32.0,7.6
1,6,10.4,0.038,129.0,0.26,29.0,7.5
1,5,10.5,0.045,153.0,0.23,62.0,6.9
1,6,9.8,0.036,91.0,0.2,22.0,5.3
1,6,10.5,0.041,121.0,0.17,34.0,6.5
1,7,11.4,0.035,79.0,0.29,24.0,6.5
1,5,9.2,0.06,190.0,0.3,41.0,6.8
1,5,9.7,0.051,173.0,0.51,30.0,7.9
1,5,10.0,0.049,135.0,0.51,13.0,7.9
1,6,10.3,0.048,141.0,0.29,50.0,7.1
1,7,9.8,0.047,95.0,0.2,29.0,7.4
1,5,9.3,0.067,131.0,0.615,24.0,6.9
1,7,12.4,0.034,100.0,0.32,25.0,6.8
1,6,9.3,0.048,145.0,0.2,54.0,6.3
1,6,9.5,0.048,165.0,0.23,49.0,8.0
1,6,10.5,0.034,45.0,0.27,9.0,6.7
1,7,12.8,0.032,99.0,0.44,19.0,6.7
1,6,10.8,0.045,142.0,0.34,44.0,7.0
1,6,10.0,0.057,127.0,0.26,48.0,7.3
1,6,12.0,0.036,108.0,0.17,38.0,6.8
1,6,12.6,0.025,138.0,0.43,15.0,7.1
2,8,11.9,0.026,70.0,0.315,15.0,5.8
1,5,9.2,0.082,240.0,0.34,47.0,6.6
1,6,10.0,0.059,240.0,0.33,42.0,8.6
1,5,9.2,0.038,97.0,0.12,18.0,5.6
1,6,9.3,0.039,103.0,0.13,19.0,5.8
1,6,10.2,0.055,144.0,0.18,25.0,7.7
1,6,10.2,0.054,148.0,0.16,25.0,7.7
1,5,8.7,0.06,154.0,0.26,51.0,6.0
1,5,10.7,0.05,163.0,0.32,8.0,7.3
1,6,9.5,0.05,152.0,0.16,58.0,7.9
1,6,11.2,0.028,118.0,0.27,17.0,6.4
1,6,12.0,0.034,95.0,0.16,36.0,6.9
1,7,8.8,0.048,228.0,0.44,29.0,6.4
1,6,10.8,0.052,135.0,0.2,36.0,6.3
1,7,13.1,0.026,138.0,0.29,39.0,6.2
1,7,12.5,0.035,93.0,0.39,22.0,7.6
2,8,11.7,0.045,131.0,0.36,37.0,7.0
2,8,11.6,0.045,135.0,0.36,35.0,7.0
1,6,11.3,0.043,111.0,0.2,24.0,7.6
1,5,11.4,0.025,103.0,0.2,42.0,6.7
1,6,10.4,0.053,211.0,0.2,32.0,7.1
1,6,10.4,0.053,211.0,0.2,32.0,7.1
1,6,12.2,0.034,70.0,0.3,8.0,8.0
1,5,9.4,0.066,176.0,0.4,41.0,6.9
1,5,9.4,0.065,178.0,0.4,42.0,6.9
1,5,9.2,0.047,189.0,0.25,61.0,6.6
1,5,9.4,0.046,183.0,0.26,52.0,6.8
1,7,13.5,0.033,107.0,0.37,39.0,6.5
1,5,9.4,0.053,151.0,0.35,37.0,6.8
2,8,10.9,0.028,83.0,0.22,15.0,6.4
1,7,11.4,0.036,114.0,0.31,34.0,6.9
1,7,12.4,0.036,125.0,0.16,45.0,6.7
1,6,10.5,0.038,79.0,0.15,8.0,5.6
2,8,11.5,0.031,99.0,0.15,16.0,5.5
1,6,10.8,0.04,123.0,0.2,36.0,7.3
1,5,8.9,0.038,148.0,0.17,52.0,7.5
1,5,8.9,0.039,151.0,0.18,53.0,7.5
1,6,9.4,0.042,184.0,0.27,60.0,7.0
1,7,12.2,0.049,153.0,0.32,25.0,5.8
1,7,12.1,0.025,100.0,0.26,22.0,7.8
1,5,10.9,0.03,128.0,0.3,23.0,7.4
1,6,10.1,0.026,109.0,0.16,27.0,6.7
1,7,13.0,0.032,71.0,0.19,14.0,6.7
1,5,11.0,0.038,72.0,0.36,15.0,6.6
1,5,10.8,0.052,126.0,0.17,24.0,7.2
1,6,11.4,0.042,123.0,0.21,63.0,6.0
1,5,9.9,0.056,241.0,0.4,42.0,6.6
1,5,10.5,0.044,150.0,0.2,25.0,6.5
1,6,12.4,0.04,56.0,0.27,18.0,7.6
1,6,9.5,0.047,172.0,0.26,52.0,7.2
1,6,10.5,0.048,161.0,0.25,41.0,6.3
1,6,9.1,0.053,196.0,0.22,52.0,6.5
1,7,11.5,0.034,138.0,0.14,53.0,6.4
1,5,11.2,0.044,170.0,0.26,31.0,7.1
1,5,10.8,0.05,140.0,0.22,59.0,6.6
1,5,9.4,0.064,186.0,0.45,31.0,6.6
1,6,11.0,0.031,73.0,0.17,13.0,6.6
1,7,11.3,0.048,112.0,0.44,22.0,7.2
1,6,11.2,0.041,117.0,0.15,51.0,6.2
1,6,10.4,0.05,154.0,0.26,35.0,7.3
1,7,11.2,0.033,82.0,0.15,14.0,6.9
1,7,11.1,0.034,89.0,0.22,34.0,5.8
1,6,11.2,0.036,92.0,0.37,23.0,6.5
1,6,10.5,0.036,98.0,0.375,17.0,5.5
1,6,10.0,0.047,92.0,0.2,23.0,5.9
1,6,10.0,0.046,90.0,0.22,24.0,5.9
1,5,10.9,0.049,97.0,0.22,24.0,8.0
1,7,10.9,0.028,87.0,0.22,16.0,6.5
1,5,11.7,0.035,86.0,0.2,40.0,5.8
1,5,10.0,0.033,144.0,0.31,55.0,6.6
1,5,9.0,0.053,136.0,0.24,55.0,6.7
1,5,10.0,0.052,86.0,0.23,19.0,7.3
1,5,11.9,0.041,154.0,0.2,37.0,7.9
1,6,10.6,0.028,101.0,0.16,40.0,5.3
1,6,11.0,0.047,101.0,0.21,29.0,6.4
1,7,11.2,0.027,143.0,0.33,46.0,6.9
1,7,12.0,0.034,129.0,0.18,29.0,5.6
2,8,12.6,0.027,96.0,0.29,39.0,6.6
1,6,10.2,0.037,144.0,0.21,66.0,7.3
1,6,12.3,0.036,76.0,0.15,19.0,6.5
1,6,10.4,0.032,115.0,0.19,33.0,5.6
1,7,12.7,0.021,121.0,0.48,22.0,6.7
1,6,12.3,0.028,108.0,0.17,25.0,6.0
1,6,11.4,0.037,84.0,0.15,20.0,6.7
2,8,12.4,0.045,95.0,0.21,38.0,5.8
1,7,12.1,0.03,121.0,0.23,74.0,5.4
1,5,10.7,0.04,135.0,0.22,57.0,6.4
1,5,9.3,0.045,162.0,0.15,75.0,6.5
1,6,12.7,0.027,138.0,0.32,35.0,5.9
1,6,11.7,0.029,88.0,0.37,24.0,5.7
1,5,10.7,0.039,64.0,0.25,22.0,7.9
1,7,11.8,0.033,94.0,0.21,38.0,7.2
1,5,9.9,0.039,125.0,0.24,37.0,7.0
1,7,13.4,0.047,81.0,0.475,16.0,6.8
1,7,12.8,0.032,114.0,0.28,30.0,7.0
1,6,12.8,0.033,87.0,0.4,24.0,6.9
1,5,10.5,0.042,101.0,0.41,18.0,6.6
1,5,11.5,0.032,84.0,0.2,24.0,6.4
1,6,13.0,0.032,132.0,0.36,21.0,8.4
2,8,12.4,0.035,138.0,0.285,64.0,5.2
1,6,10.2,0.041,148.0,0.2,40.0,6.9
1,5,9.0,0.054,234.0,0.42,67.0,6.7
1,7,11.7,0.044,68.0,0.125,22.0,6.4
1,5,10.0,0.054,180.0,0.44,20.0,6.4
1,5,10.3,0.055,218.0,0.31,42.0,7.0
1,5,9.0,0.05,150.0,0.21,59.0,6.2
1,6,10.5,0.031,97.0,0.16,37.0,6.1
1,7,11.9,0.028,92.0,0.22,36.0,6.5
1,5,9.4,0.036,155.0,0.36,38.0,6.2
1,6,11.4,0.035,81.0,0.21,26.0,5.7
1,7,10.8,0.034,114.0,0.25,40.0,6.4
1,5,9.8,0.073,157.0,0.31,40.0,7.6
1,5,9.3,0.047,183.0,0.26,59.0,6.6
1,6,11.3,0.031,73.0,0.2,22.0,6.2
1,6,11.3,0.031,73.0,0.18,23.0,6.2
1,5,9.5,0.031,170.0,0.37,49.0,6.1
1,5,9.3,0.046,199.0,0.18,49.0,7.7
1,6,11.4,0.041,81.0,0.14,22.0,6.9
1,6,12.7,0.053,128.0,0.44,57.0,6.0
1,7,13.5,0.033,118.0,0.36,26.0,7.1
1,5,10.7,0.038,118.0,0.16,38.0,6.4
0,4,10.8,0.032,92.0,0.28,13.0,7.4
1,6,10.5,0.054,202.0,0.39,27.0,6.7
1,6,10.8,0.029,131.0,0.22,41.0,6.9
1,6,9.1,0.046,118.0,0.22,39.0,6.6
1,5,10.1,0.038,196.0,0.25,67.0,7.7
2,8,11.9,0.028,59.0,0.155,13.0,5.2
1,7,12.0,0.036,140.0,0.31,45.0,7.0
2,8,11.6,0.041,147.0,0.21,81.0,5.6
1,6,10.2,0.038,192.0,0.25,69.0,6.4
2,8,9.8,0.039,98.0,0.12,41.0,7.0
1,6,10.7,0.036,128.0,0.29,49.0,7.1
1,5,10.6,0.022,111.0,0.3,14.0,7.2
1,5,9.3,0.037,173.0,0.26,49.0,6.8
1,6,11.0,0.026,107.0,0.29,27.0,5.1
1,6,9.4,0.049,182.0,0.26,55.0,6.8
1,6,9.0,0.078,139.0,0.28,30.0,6.0
1,5,9.0,0.042,108.0,0.28,8.0,6.0
1,5,10.0,0.044,101.0,0.2,17.0,7.2
1,5,9.0,0.041,109.0,0.27,9.0,6.1
1,7,12.4,0.036,79.0,0.29,25.0,6.4
1,5,11.3,0.042,123.0,0.35,28.0,7.4
1,6,12.0,0.034,86.0,0.12,36.0,8.1
1,6,11.7,0.031,94.0,0.12,37.0,6.4
1,6,11.0,0.03,114.0,0.23,30.0,6.9
1,5,9.2,0.112,94.0,0.38,14.0,6.9
1,7,13.0,0.021,113.0,0.38,38.0,7.5
1,5,10.6,0.044,128.0,0.19,38.0,5.8
2,8,13.0,0.021,119.0,0.34,31.0,5.5
1,6,9.0,0.051,118.0,0.23,33.0,6.6
1,5,11.5,0.021,148.0,0.31,52.0,8.4
1,6,11.0,0.025,76.0,0.2,17.0,6.7
1,5,9.9,0.05,112.0,0.26,10.0,7.3
1,6,10.4,0.039,128.0,0.22,31.0,6.3
1,6,9.9,0.056,110.0,0.19,50.0,7.5
1,6,11.0,0.045,162.0,0.14,71.0,8.0
1,6,12.1,0.026,124.0,0.32,34.0,6.8
1,6,9.7,0.044,131.0,0.23,45.0,6.6
1,7,12.2,0.034,123.0,0.36,39.0,6.7
1,7,10.5,0.033,97.0,0.23,30.0,8.5
1,6,10.4,0.05,213.0,0.2,29.0,7.0
1,6,12.0,0.029,180.0,0.26,48.0,6.0
1,7,10.9,0.039,115.0,0.18,29.0,6.7
1,7,10.9,0.039,113.0,0.18,29.0,6.8
1,7,11.4,0.034,103.0,0.19,17.0,7.2
1,6,11.0,0.036,184.0,0.16,74.0,6.2
1,7,12.6,0.032,178.0,0.27,58.0,5.0
1,7,11.6,0.034,152.0,0.37,45.0,6.3
1,7,10.5,0.038,130.0,0.2,29.0,6.6
1,6,11.3,0.035,158.0,0.25,35.0,6.9
1,6,11.0,0.034,111.0,0.18,26.0,6.3
1,6,12.1,0.037,156.0,0.3,40.0,6.9
1,6,8.8,0.054,221.0,0.2,50.0,6.5
1,5,9.5,0.061,218.0,0.25,30.5,6.7
1,6,11.8,0.029,105.0,0.22,30.0,6.6
1,6,12.2,0.026,93.0,0.25,29.0,6.8
1,6,10.7,0.042,105.0,0.13,36.0,7.0
1,6,11.4,0.02,104.0,0.32,14.0,7.2
1,6,12.0,0.035,135.0,0.34,57.0,5.9
2,8,11.9,0.037,121.0,0.22,33.0,6.8
0,4,10.6,0.046,88.0,0.27,6.0,6.8
1,7,11.0,0.045,152.0,0.22,69.0,5.4
1,6,10.5,0.024,118.0,0.22,17.0,8.4
1,5,10.4,0.035,150.0,0.32,44.0,7.4
1,6,10.5,0.05,138.0,0.18,21.0,7.5
2,8,12.0,0.024,142.0,0.47,22.0,7.1
1,6,9.2,0.042,124.0,0.19,33.0,5.8
1,5,10.9,0.036,92.0,0.14,15.0,6.7
1,6,9.5,0.045,185.0,0.24,50.0,6.8
1,6,9.4,0.042,156.0,0.25,36.0,6.9
1,7,11.3,0.026,85.0,0.24,31.0,6.0
1,5,10.4,0.054,189.0,0.29,26.0,6.8
1,6,9.4,0.037,170.0,0.33,57.0,6.3
1,6,11.3,0.027,104.0,0.23,43.0,6.5
1,6,8.8,0.044,196.0,0.27,59.0,6.3
1,5,10.8,0.045,130.0,0.2,58.0,6.3
1,6,9.4,0.037,173.0,0.33,58.0,6.2
1,6,10.3,0.044,144.0,0.27,15.0,6.0
1,6,9.9,0.034,99.0,0.12,21.0,5.7
1,6,12.4,0.027,112.0,0.24,38.0,6.9
1,5,11.9,0.041,167.0,0.18,42.0,7.7
1,6,11.7,0.023,132.0,0.17,33.0,7.1
1,5,9.4,0.126,199.0,0.33,49.0,7.5
1,7,10.4,0.043,175.0,0.2,78.0,5.6
1,5,9.5,0.042,102.0,0.17,26.0,7.6
1,6,11.9,0.036,73.0,0.15,7.0,5.8
1,6,12.5,0.024,116.0,0.25,36.0,6.3
1,5,12.7,0.026,114.0,0.27,27.0,7.2
1,5,9.1,0.045,208.0,0.25,54.0,6.2
1,6,10.5,0.026,58.0,0.19,23.0,8.5
1,5,10.4,0.046,176.0,0.25,58.0,6.2
2,8,12.5,0.03,110.0,0.28,30.0,6.8
1,6,9.8,0.045,120.0,0.15,54.0,7.0
0,4,10.7,0.033,142.0,0.28,29.0,7.3
1,6,12.4,0.033,111.0,0.18,28.0,6.1
2,8,12.5,0.029,76.0,0.53,6.0,7.0
1,7,12.1,0.028,82.0,0.36,20.0,6.5
1,5,12.0,0.039,122.0,0.24,48.0,6.7
1,5,10.4,0.042,141.0,0.25,29.0,6.6
1,7,12.2,0.042,87.0,0.15,23.0,6.4
1,5,8.6,0.039,115.0,0.28,24.0,6.3
1,5,12.1,0.028,91.0,0.28,35.0,7.1
1,5,12.0,0.032,125.0,0.35,9.0,6.6
1,6,11.9,0.029,102.0,0.35,10.0,6.0
1,7,13.7,0.024,94.0,0.31,28.0,5.8
1,6,11.3,0.03,78.0,0.17,33.0,6.6
1,6,10.5,0.036,88.0,0.23,24.0,8.5
0,3,10.1,0.041,201.0,0.2,38.0,6.1
1,6,12.3,0.024,76.0,0.37,12.0,6.3
1,7,12.0,0.031,89.0,0.36,20.0,6.2
1,6,9.5,0.04,183.0,0.28,61.0,6.3
1,6,11.4,0.043,152.0,0.27,28.0,7.6
1,7,11.9,0.045,118.0,0.25,40.0,7.0
1,7,11.3,0.034,102.0,0.13,19.0,6.8
1,7,11.0,0.022,129.0,0.33,44.0,5.1
1,7,12.2,0.033,111.0,0.34,34.0,6.7
1,7,10.7,0.028,124.0,0.14,57.0,6.7
1,6,10.9,0.038,84.0,0.26,25.0,7.0
1,6,10.2,0.04,113.0,0.29,18.0,6.5
1,5,11.1,0.047,130.0,0.21,20.0,7.6
1,6,11.2,0.045,159.0,0.26,26.0,7.7
1,6,10.6,0.047,169.0,0.25,31.0,7.7
1,5,10.3,0.047,151.0,0.35,33.0,7.6
0,4,10.4,0.054,203.0,0.3,31.0,6.9
1,6,11.9,0.033,111.0,0.24,19.0,6.7
1,7,11.9,0.036,98.0,0.23,41.0,6.5
1,5,10.4,0.043,129.0,0.23,24.0,7.6
1,6,9.2,0.052,126.0,0.24,22.0,6.5
1,6,11.3,0.04,117.0,0.17,37.0,6.3
1,7,11.0,0.034,89.0,0.21,35.0,6.7
1,6,9.1,0.049,206.0,0.25,53.0,6.2
1,6,12.9,0.03,103.0,0.18,31.0,5.6
1,5,12.2,0.037,86.0,0.18,10.0,5.5
1,5,10.3,0.052,150.0,0.23,41.0,7.4
1,7,11.0,0.059,128.0,0.17,47.0,7.2
1,5,11.0,0.043,98.0,0.3,10.0,7.6
1,6,11.7,0.039,100.0,0.24,31.0,5.0
1,6,12.0,0.039,122.0,0.21,37.0,6.1
1,6,12.7,0.047,148.0,0.33,30.0,6.5
1,5,8.8,0.061,198.0,0.35,59.0,6.3
1,6,12.8,0.034,121.0,0.25,38.0,6.6
1,6,11.2,0.043,114.0,0.16,45.0,6.5
1,6,8.9,0.057,221.0,0.39,51.0,6.6
1,5,11.2,0.04,103.0,0.19,52.0,5.6
1,6,11.1,0.051,135.0,0.25,42.0,6.2
1,6,10.8,0.042,115.0,0.22,34.0,6.9
1,6,9.3,0.045,126.0,0.19,33.0,6.2
1,7,12.7,0.038,34.0,0.33,9.0,5.9
1,6,12.0,0.045,140.0,0.17,35.0,7.8
1,5,11.2,0.04,103.0,0.19,52.0,5.5
1,6,8.8,0.039,130.0,0.23,37.0,6.2
1,6,10.4,0.038,154.0,0.32,45.0,7.2
1,6,14.0,0.027,88.0,0.39,12.0,5.8
1,6,12.3,0.029,88.0,0.29,30.0,5.8
1,6,12.6,0.03,109.0,0.4,40.0,7.2
1,7,12.0,0.02,133.0,0.39,38.0,6.8
1,5,9.5,0.033,124.0,0.17,28.0,6.1
1,6,10.5,0.042,130.0,0.19,30.0,6.9
1,6,11.9,0.024,198.0,0.3,20.0,7.8
1,6,12.5,0.031,133.0,0.34,42.0,5.2
1,7,12.1,0.034,118.0,0.28,36.0,5.6
1,6,9.9,0.043,113.0,0.16,28.0,5.7
1,6,10.7,0.036,147.0,0.17,63.0,7.6
1,6,12.0,0.048,87.0,0.2,24.0,7.3
2,8,12.2,0.042,116.0,0.33,34.0,6.7
2,8,12.4,0.036,124.0,0.33,39.0,6.7
2,8,12.4,0.038,125.0,0.36,37.0,6.9
1,6,10.3,0.039,140.0,0.21,55.0,7.8
1,5,10.5,0.05,154.0,0.41,44.0,5.6
1,6,9.5,0.051,98.0,0.15,23.0,7.6
0,4,10.5,0.046,106.0,0.2,31.0,8.5
1,6,12.3,0.027,90.0,0.24,31.0,6.5
1,6,11.9,0.025,107.0,0.16,38.0,8.3
1,5,9.8,0.038,131.0,0.12,23.0,5.5
1,6,11.0,0.041,115.0,0.21,49.0,6.5
0,4,10.8,0.046,70.0,0.3,10.0,8.7
1,7,12.8,0.027,125.0,0.18,42.0,6.7
2,8,11.0,0.055,123.0,0.17,42.0,7.0
1,5,10.2,0.035,148.0,0.19,42.0,6.6
1,7,12.5,0.026,114.0,0.28,31.0,5.8
1,6,11.6,0.037,146.0,0.24,49.0,7.6
1,5,11.0,0.036,89.0,0.16,7.0,5.7
1,6,10.9,0.037,123.0,0.21,36.0,7.0
1,7,11.0,0.044,127.0,0.22,35.0,6.4
1,6,12.5,0.027,126.0,0.34,47.0,7.9
1,7,12.0,0.032,121.0,0.21,40.0,6.8
1,7,12.4,0.031,145.0,0.31,46.0,5.2
1,7,12.8,0.022,97.0,0.42,34.0,5.6
1,5,9.1,0.035,177.0,0.28,34.0,6.8
1,7,12.4,0.033,156.0,0.45,28.0,6.8
1,7,12.9,0.031,98.0,0.29,22.0,6.6
1,6,10.9,0.045,126.0,0.21,24.0,6.8
1,5,10.8,0.045,164.0,0.25,39.0,6.8
1,5,10.6,0.04,142.0,0.21,56.0,6.4
1,5,9.0,0.053,106.0,0.33,29.0,5.8
1,6,12.0,0.043,154.0,0.3,52.0,8.2
1,5,11.8,0.041,131.0,0.24,23.0,6.4
1,6,10.6,0.041,158.0,0.18,67.0,7.5
1,6,12.3,0.033,74.0,0.335,17.0,5.2
1,6,11.5,0.104,54.0,0.14,20.0,7.1
1,5,11.1,0.044,111.0,0.13,48.0,7.2
0,4,9.9,0.142,111.0,0.29,8.0,6.5
1,7,12.8,0.036,92.0,0.35,37.0,6.2
1,5,12.9,0.102,76.0,0.38,19.0,9.0
1,6,12.9,0.034,74.0,0.24,8.0,6.6
1,6,12.0,0.037,115.0,0.16,41.0,6.6
1,6,11.2,0.045,151.0,0.15,57.0,5.7
1,7,13.3,0.041,86.0,0.33,35.0,6.6
1,6,9.9,0.046,125.0,0.2,38.0,5.7
1,6,9.5,0.055,192.0,0.27,52.0,6.8
1,6,9.4,0.054,200.0,0.27,58.0,6.8
1,7,11.0,0.047,119.0,0.2,42.0,6.2
1,6,9.4,0.056,150.0,0.13,60.0,6.7
1,6,11.5,0.038,107.0,0.21,27.0,6.8
1,5,12.5,0.038,79.0,0.31,6.0,6.7
1,6,11.9,0.035,93.0,0.2,21.0,6.2
1,6,10.4,0.054,141.0,0.25,22.0,6.6
1,6,12.5,0.035,141.0,0.22,44.0,6.9
1,7,11.0,0.039,147.0,0.23,43.0,6.4
1,5,9.8,0.059,115.0,0.27,37.0,7.6
1,7,12.3,0.034,99.0,0.34,29.0,6.6
1,6,11.0,0.036,113.0,0.16,29.0,6.4
1,6,11.6,0.036,109.0,0.29,42.0,7.0
1,7,13.4,0.02,86.0,0.21,20.0,6.7
1,6,11.5,0.034,116.0,0.22,39.0,6.8
1,6,11.6,0.037,139.0,0.27,46.0,7.7
1,7,11.1,0.039,147.0,0.25,41.0,6.4
1,6,11.3,0.043,131.0,0.13,52.0,6.7
1,6,9.9,0.043,173.0,0.24,64.0,6.7
2,8,12.6,0.025,105.0,0.26,31.0,7.1
2,8,11.8,0.029,100.0,0.3,37.0,5.3
1,5,11.4,0.042,201.0,0.38,54.0,7.1
1,6,9.2,0.045,193.0,0.19,39.0,7.4
1,5,13.0,0.03,101.0,0.32,24.0,6.3
2,8,12.6,0.03,92.0,0.26,36.0,6.5
1,6,9.6,0.035,247.0,0.24,60.0,5.9
0,3,8.0,0.041,157.0,0.215,64.0,4.2
1,6,11.8,0.03,105.0,0.24,34.0,8.1
1,6,10.2,0.043,154.0,0.23,39.0,5.8
1,6,12.7,0.051,126.0,0.33,26.0,7.5
1,5,9.4,0.061,214.0,0.38,42.0,6.6
1,5,10.2,0.044,115.0,0.15,21.0,6.4
1,7,12.0,0.044,91.0,0.32,27.0,6.5
1,7,11.3,0.045,100.0,0.22,29.0,7.5
1,7,11.8,0.038,118.0,0.23,40.0,6.4
1,5,10.9,0.039,129.0,0.22,40.0,6.1
2,8,12.2,0.06,154.0,0.23,29.0,6.6
1,7,11.1,0.057,125.0,0.16,21.0,6.4
1,6,11.4,0.065,140.0,0.16,23.0,7.4
1,6,12.8,0.051,127.0,0.32,20.0,6.5
1,7,10.1,0.039,125.0,0.12,43.0,6.7
1,6,12.2,0.035,103.0,0.34,38.0,8.0
1,7,10.9,0.046,121.0,0.21,40.0,6.8
1,7,10.9,0.047,122.0,0.23,40.0,6.8
1,5,9.4,0.044,196.0,0.28,60.0,6.6
1,5,11.4,0.043,80.0,0.25,10.0,7.8
2,8,12.9,0.044,73.0,0.12,21.0,5.6
1,5,9.4,0.046,194.0,0.28,59.0,6.6
1,7,12.0,0.04,84.0,0.17,29.0,6.8
1,6,10.1,0.043,113.0,0.25,19.0,7.3
1,5,9.2,0.047,184.0,0.25,54.0,6.5
1,6,11.8,0.039,109.0,0.24,43.0,6.3
1,7,12.3,0.029,105.0,0.32,31.0,6.8
1,6,12.3,0.032,91.0,0.24,26.0,6.6
1,7,13.5,0.032,93.0,0.22,36.0,6.3
1,7,12.8,0.033,142.0,0.32,41.0,6.0
1,7,12.8,0.022,96.0,0.19,33.0,6.3
1,6,10.6,0.039,124.0,0.35,19.0,6.4
1,7,12.4,0.039,96.0,0.46,35.0,6.7
1,7,12.9,0.048,142.0,0.3,33.0,6.3
1,7,11.1,0.047,152.0,0.19,67.0,6.0
1,7,12.9,0.032,95.0,0.24,36.0,5.9
1,7,11.8,0.042,64.0,0.145,14.0,7.3
1,6,9.1,0.058,243.0,0.435,66.0,6.6
1,6,12.0,0.036,96.0,0.18,31.0,5.8
1,6,11.2,0.043,105.0,0.32,32.0,5.6
1,7,12.4,0.042,105.0,0.16,26.0,6.6
1,5,10.4,0.047,148.0,0.21,48.0,5.1
1,5,10.4,0.05,124.0,0.29,29.0,7.5
1,6,12.7,0.04,80.0,0.26,15.0,6.0
1,7,12.5,0.039,105.0,0.26,30.0,5.7
1,6,12.0,0.037,103.0,0.17,15.0,7.1
1,6,11.6,0.047,117.0,0.17,13.0,6.9
1,7,12.6,0.035,126.0,0.25,42.0,6.8
1,5,10.2,0.042,178.0,0.17,62.0,6.6
1,7,10.4,0.036,70.0,0.17,11.0,5.8
1,5,11.5,0.038,122.0,0.24,18.0,6.4
1,6,11.0,0.049,112.0,0.21,36.0,6.7
1,6,10.1,0.048,176.0,0.23,45.0,6.7
1,6,10.5,0.046,159.0,0.23,47.0,6.8
1,7,12.1,0.059,151.0,0.22,29.0,6.5
1,6,9.9,0.047,146.0,0.165,42.0,5.1
1,6,11.4,0.034,87.0,0.425,23.0,6.6
1,6,9.5,0.048,189.0,0.38,52.0,6.9
1,6,10.9,0.046,41.0,0.27,6.0,7.2
1,6,9.5,0.05,98.0,0.17,23.0,7.6
1,6,12.6,0.048,125.0,0.3,19.0,6.2
1,5,11.1,0.059,104.0,0.26,34.0,6.5
1,7,9.5,0.048,189.0,0.36,51.0,6.9
1,6,10.6,0.058,188.0,0.18,64.0,6.8
1,6,10.6,0.057,185.0,0.18,64.0,6.7
1,6,10.8,0.055,157.0,0.16,43.0,6.6
1,6,9.9,0.047,101.0,0.17,26.0,6.4
1,6,11.3,0.06,132.0,0.22,41.0,7.2
1,6,12.5,0.034,81.0,0.36,29.0,6.7
1,6,12.4,0.032,87.0,0.43,31.0,6.5
1,7,11.8,0.038,132.0,0.2,29.0,5.9
1,6,12.2,0.026,119.0,0.32,26.0,5.3
1,6,10.7,0.048,136.0,0.2,54.0,6.8
1,7,11.3,0.033,97.0,0.22,25.0,6.0
